               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11135,            0.048404,                   0,           0.0016667,             0.12644,           0.0019196,          0.00069874,             0.10772,            0.033867,                   0,              0.0991,              0.0001,              0.0001
                   1,             0.11654,            0.042497,                   0,           0.0016667,             0.12644,           0.0019196,          0.00069874,             0.10757,            0.033943,                   0,            0.097299,          0.00029851,          0.00029851
                   2,             0.11723,             0.04636,                   0,           0.0016667,             0.12644,           0.0019198,          0.00072672,              0.1071,            0.033905,                   0,            0.095495,          0.00049505,          0.00049505
                   3,             0.11578,            0.043368,                   0,           0.0011905,            0.057471,           0.0007483,          0.00017469,             0.10648,            0.034485,                   0,             0.09369,           0.0006896,           0.0006896
                   4,             0.10739,            0.044642,                   0,           0.0019697,             0.14943,           0.0015498,          0.00048083,             0.10586,            0.034286,                   0,            0.091882,          0.00088218,          0.00088218
                   5,             0.11514,             0.04725,                   0,           0.0019697,             0.14943,           0.0017644,          0.00050196,             0.10518,             0.03463,                   0,            0.090073,           0.0010728,           0.0010728
                   6,             0.11193,            0.055501,                   0,           0.0018182,             0.13793,           0.0020028,          0.00075504,             0.10451,            0.034973,                   0,            0.088261,           0.0012614,           0.0012614
                   7,             0.10979,            0.049897,                   0,           0.0018182,             0.13793,           0.0019506,          0.00068606,             0.10379,             0.03511,                   0,            0.086448,            0.001448,            0.001448
                   8,             0.11448,            0.042528,                   0,           0.0019697,             0.14943,            0.001785,          0.00050709,             0.10349,            0.035538,                   0,            0.084633,           0.0016327,           0.0016327
                   9,             0.10895,            0.048258,                   0,           0.0019697,             0.14943,            0.001785,          0.00048017,              0.1032,            0.034943,                   0,            0.082815,           0.0018154,           0.0018154
                  10,             0.10977,            0.059063,                   0,           0.0019697,             0.14943,           0.0015777,           0.0004574,             0.10288,             0.03537,                   0,            0.080996,            0.001996,            0.001996
                  11,             0.11331,            0.050565,                   0,           0.0019697,             0.14943,           0.0022771,          0.00063099,             0.10258,            0.035522,                   0,            0.079175,           0.0021748,           0.0021748
                  12,             0.10994,            0.048767,                   0,           0.0019697,             0.14943,           0.0022771,           0.0005684,              0.1023,             0.03569,                   0,            0.077352,           0.0023515,           0.0023515
                  13,             0.10985,            0.054984,                   0,           0.0019697,             0.14943,           0.0022771,          0.00055108,               0.102,            0.035332,                   0,            0.075526,           0.0025263,           0.0025263
                  14,             0.10702,            0.052118,                   0,           0.0019697,             0.14943,            0.001785,          0.00043199,             0.10172,            0.035492,                   0,            0.073699,            0.002699,            0.002699
                  15,             0.11057,            0.056784,                   0,           0.0022727,             0.17241,           0.0018077,           0.0004297,             0.10142,            0.035645,                   0,             0.07187,           0.0028698,           0.0028698
                  16,              0.1104,            0.056683,                   0,           0.0022727,             0.17241,            0.002512,          0.00049275,             0.10116,            0.035805,                   0,            0.070039,           0.0030386,           0.0030386
                  17,             0.10704,            0.047314,                   0,           0.0022727,             0.17241,            0.001928,          0.00040588,              0.1009,             0.03595,                   0,            0.068205,           0.0032055,           0.0032055
                  18,             0.10852,             0.04781,                   0,           0.0022727,             0.17241,            0.001928,           0.0003799,             0.10064,            0.036095,                   0,             0.06637,           0.0033703,           0.0033703
                  19,             0.11039,            0.049732,                   0,           0.0022727,             0.17241,           0.0017605,          0.00037198,             0.10038,            0.035744,                   0,            0.064533,           0.0035332,           0.0035332
                  20,             0.10741,            0.048507,                   0,           0.0021212,             0.16092,           0.0013243,          0.00029976,             0.10015,            0.035881,                   0,            0.062694,           0.0036941,           0.0036941
                  21,             0.10508,            0.043881,                   0,           0.0021212,             0.16092,           0.0017164,          0.00037775,            0.099871,            0.036041,                   0,            0.060853,            0.003853,            0.003853
                  22,             0.10734,            0.058416,                   0,           0.0021212,             0.16092,           0.0017164,          0.00037775,            0.099613,            0.036194,                   0,             0.05901,           0.0040099,           0.0040099
                  23,             0.10805,            0.050527,                   0,           0.0021212,             0.16092,           0.0017164,          0.00037775,            0.099353,            0.036339,                   0,            0.057165,           0.0041649,           0.0041649
                  24,             0.10687,            0.049314,                   0,           0.0021212,             0.16092,           0.0017164,          0.00038618,            0.099106,            0.036476,                   0,            0.055318,           0.0043179,           0.0043179
                  25,             0.10227,            0.050875,                   0,           0.0019697,             0.14943,           0.0013415,          0.00030885,            0.098846,            0.036636,                   0,            0.053469,           0.0044689,           0.0044689
                  26,             0.10661,            0.055101,                   0,           0.0019697,             0.14943,           0.0015124,          0.00034684,            0.098569,            0.036781,                   0,            0.051618,           0.0046179,           0.0046179
                  27,             0.10585,            0.048932,                   0,           0.0019697,             0.14943,           0.0015124,          0.00034684,            0.098569,            0.036781,                   0,            0.049765,           0.0047649,           0.0047649
                  28,             0.10561,            0.053252,                   0,           0.0019697,             0.14943,           0.0012967,          0.00029826,             0.09831,            0.036934,                   0,             0.04791,             0.00491,             0.00491
                  29,             0.10599,            0.057115,                   0,           0.0019697,             0.14943,           0.0013476,          0.00031658,            0.098027,            0.037094,                   0,            0.046053,           0.0050531,           0.0050531
                  30,              0.1044,            0.062457,                   0,           0.0019697,             0.14943,           0.0013476,          0.00031658,            0.098027,            0.037094,                   0,            0.044194,           0.0051941,           0.0051941
                  31,             0.10721,            0.055303,                   0,           0.0019697,             0.14943,           0.0013971,          0.00031484,            0.097773,            0.037231,                   0,            0.042333,           0.0053333,           0.0053333
                  32,             0.10557,            0.054877,                   0,           0.0018182,             0.13793,           0.0010808,          0.00027336,            0.097522,            0.037361,                   0,             0.04047,           0.0054704,           0.0054704
                  33,              0.1029,            0.040595,                   0,           0.0018182,             0.13793,           0.0010808,          0.00027336,            0.097522,            0.037361,                   0,            0.038606,           0.0056056,           0.0056056
                  34,             0.10685,            0.058542,                   0,           0.0019697,             0.14943,           0.0013419,          0.00030319,            0.097285,            0.037498,                   0,            0.036739,           0.0057387,           0.0057387
                  35,             0.10141,            0.049168,                   0,           0.0022727,             0.17241,           0.0015389,          0.00034079,            0.097027,            0.037636,                   0,             0.03487,           0.0058699,           0.0058699
                  36,             0.10569,            0.062643,                   0,           0.0022727,             0.17241,           0.0015389,          0.00034079,            0.097027,            0.037636,                   0,            0.032999,           0.0059991,           0.0059991
                  37,             0.10372,             0.05734,                   0,           0.0019697,             0.14943,           0.0015137,          0.00034014,            0.096803,            0.037758,                   0,            0.031126,           0.0061264,           0.0061264
                  38,             0.10595,            0.050785,                   0,           0.0019697,             0.14943,           0.0013773,          0.00028079,            0.096629,            0.037849,                   0,            0.029252,           0.0062516,           0.0062516
                  39,             0.10143,            0.059526,                   0,           0.0019697,             0.14943,           0.0013773,          0.00028079,            0.096629,            0.037849,                   0,            0.027375,           0.0063749,           0.0063749
